1	2
2	1
3	1
4	3
5	3
6	3
7	1
8	2
9	4
10	3
11	2
12	1
13	1
14	3
15	1
16	2
17	4
18	2
19	3
20	1
21	1
22	1
23	2
24	3
25	2
26	3
27	3
28	4
29	4
30	2
31	4
32	2
33	4
34	1
35	3
36	2
37	1
38	2
39	2
40	2
41	2
42	3
43	4
44	3
45	3
46	2
47	2
48	3
49	2
50	3
51	4
52	4
53	1
54	1
55	2
56	3
57	2
58	4
59	4
60	2
61	3
62	4
63	4
64	3
65	3
66	1
67	3
68	4
69	1
70	4
71	3
72	4
73	2
74	4
75	2
76	4
77	2
78	1
79	3
80	4
81	1
82	1
83	1
84	3
85	1
86	1
87	2
88	4
89	4
90	2
91	4
92	4
93	3
94	3
95	3
96	3
97	4
98	1
99	3
100	2
101	3
102	1
103	2
104	4
105	3
106	4
107	1
108	4
109	1
110	2
111	1
112	2
113	3
114	2
115	2
116	3
117	4
118	2
119	1
120	4
121	1
122	4
123	1
124	1
125	4
126	4
127	1
128	1
