1	2
1	8
1	11
1	18
1	23
1	41
1	46
1	47
1	55
1	60
1	73
1	75
1	91
1	100
1	114
1	118
2	1
2	12
2	15
2	20
2	21
2	22
2	37
2	53
2	54
2	66
2	78
2	82
2	98
2	107
2	111
2	119
3	7
3	13
3	16
3	20
3	37
3	53
3	69
3	82
3	83
3	84
3	85
3	111
3	119
3	123
3	124
3	128
4	6
4	24
4	26
4	56
4	61
4	64
4	65
4	82
4	84
4	93
4	95
4	96
4	99
4	101
4	113
4	117
5	6
5	10
5	24
5	26
5	27
5	44
5	48
5	50
5	61
5	64
5	65
5	93
5	95
5	101
5	106
5	109
6	4
6	5
6	10
6	19
6	26
6	27
6	31
6	44
6	50
6	61
6	64
6	65
6	93
6	105
6	113
6	116
7	3
7	13
7	20
7	21
7	37
7	66
7	78
7	81
7	82
7	86
7	94
7	107
7	111
7	120
7	123
7	127
8	1
8	11
8	22
8	25
8	30
8	32
8	39
8	40
8	41
8	46
8	49
8	57
8	75
8	77
8	90
8	107
9	33
9	43
9	52
9	62
9	63
9	70
9	72
9	80
9	97
9	104
9	108
9	117
9	120
9	122
9	123
9	126
10	5
10	6
10	24
10	44
10	50
10	56
10	61
10	64
10	67
10	71
10	74
10	76
10	84
10	105
10	113
10	116
11	1
11	8
11	18
11	25
11	38
11	47
11	57
11	60
11	71
11	73
11	75
11	77
11	85
11	87
11	90
11	115
12	2
12	13
12	15
12	22
12	34
12	37
12	53
12	54
12	69
12	78
12	80
12	81
12	83
12	102
12	124
12	128
13	3
13	7
13	12
13	21
13	54
13	60
13	66
13	81
13	83
13	86
13	102
13	107
13	119
13	123
13	124
13	127
14	19
14	24
14	27
14	34
14	42
14	44
14	45
14	56
14	61
14	64
14	67
14	89
14	94
14	99
14	105
14	113
15	2
15	12
15	22
15	34
15	37
15	53
15	57
15	70
15	78
15	82
15	86
15	102
15	111
15	119
15	123
15	128
16	3
16	23
16	32
16	39
16	40
16	41
16	46
16	47
16	57
16	71
16	73
16	87
16	103
16	110
16	112
16	115
17	28
17	29
17	31
17	51
17	59
17	63
17	68
17	74
17	80
17	88
17	91
17	92
17	97
17	120
17	126
17	127
18	1
18	11
18	23
18	25
18	27
18	30
18	36
18	38
18	39
18	40
18	55
18	69
18	77
18	90
18	112
18	118
19	6
19	14
19	26
19	42
19	43
19	44
19	61
19	67
19	71
19	82
19	83
19	93
19	94
19	95
19	113
19	116
20	2
20	3
20	7
20	22
20	37
20	53
20	54
20	65
20	69
20	82
20	86
20	92
20	98
20	107
20	123
20	124
21	2
21	7
21	13
21	31
21	37
21	54
21	82
21	85
21	98
21	102
21	109
21	119
21	121
21	123
21	124
21	128
22	2
22	8
22	12
22	15
22	20
22	66
22	69
22	79
22	81
22	83
22	85
22	102
22	109
22	121
22	124
22	127
23	1
23	16
23	18
23	30
23	36
23	39
23	47
23	49
23	55
23	77
23	85
23	87
23	110
23	115
23	118
23	121
24	4
24	5
24	10
24	14
24	26
24	54
24	56
24	61
24	65
24	67
24	73
24	84
24	95
24	99
24	101
24	113
25	8
25	11
25	18
25	36
25	41
25	46
25	49
25	65
25	77
25	87
25	90
25	100
25	103
25	114
25	115
25	118
26	4
26	5
26	6
26	19
26	24
26	42
26	48
26	50
26	56
26	65
26	77
26	79
26	84
26	95
26	96
26	99
27	5
27	6
27	14
27	18
27	35
27	45
27	48
27	50
27	56
27	65
27	71
27	84
27	93
27	96
27	99
27	116
28	17
28	51
28	58
28	59
28	68
28	70
28	76
28	88
28	92
28	104
28	105
28	106
28	117
28	122
28	125
28	126
29	17
29	31
29	33
29	51
29	55
29	59
29	68
29	70
29	88
29	89
29	97
29	104
29	106
29	122
29	125
29	126
30	8
30	18
30	23
30	32
30	36
30	41
30	49
30	52
30	59
30	60
30	73
30	87
30	90
30	103
30	110
30	115
31	6
31	17
31	21
31	29
31	43
31	62
31	68
31	70
31	72
31	74
31	80
31	89
31	91
31	104
31	108
31	125
32	8
32	16
32	30
32	36
32	38
32	40
32	41
32	47
32	51
32	57
32	73
32	75
32	100
32	103
32	115
32	118
33	9
33	29
33	51
33	52
33	58
33	59
33	62
33	63
33	68
33	72
33	88
33	97
33	104
33	107
33	110
33	125
34	12
34	14
34	15
34	37
34	53
34	69
34	83
34	86
34	98
34	102
34	104
34	109
34	119
34	124
34	127
34	128
35	27
35	42
35	44
35	45
35	46
35	48
35	52
35	61
35	71
35	79
35	94
35	99
35	101
35	113
35	116
35	128
36	18
36	23
36	25
36	30
36	32
36	39
36	40
36	41
36	47
36	58
36	75
36	90
36	103
36	110
36	114
36	118
37	2
37	3
37	7
37	12
37	15
37	20
37	21
37	34
37	53
37	54
37	78
37	82
37	85
37	102
37	119
37	122
38	11
38	18
38	32
38	40
38	46
38	47
38	57
38	60
38	77
38	96
38	98
38	100
38	110
38	112
38	115
38	118
39	8
39	16
39	18
39	23
39	36
39	41
39	47
39	57
39	60
39	87
39	103
39	104
39	110
39	112
39	114
39	119
40	8
40	16
40	18
40	32
40	36
40	38
40	46
40	47
40	55
40	57
40	60
40	66
40	73
40	77
40	109
40	114
41	1
41	8
41	16
41	25
41	30
41	32
41	36
41	39
41	46
41	47
41	55
41	57
41	73
41	77
41	90
41	100
42	14
42	19
42	26
42	35
42	48
42	50
42	56
42	64
42	67
42	71
42	79
42	93
42	98
42	99
42	101
42	105
43	9
43	19
43	31
43	50
43	52
43	58
43	63
43	70
43	74
43	76
43	88
43	89
43	92
43	104
43	122
43	125
44	5
44	6
44	10
44	14
44	19
44	35
44	48
44	56
44	61
44	67
44	84
44	94
44	99
44	101
44	113
44	114
45	14
45	27
45	35
45	50
45	56
45	64
45	65
45	67
45	71
45	93
45	95
45	99
45	105
45	106
45	116
45	121
46	1
46	8
46	16
46	25
46	35
46	38
46	40
46	41
46	49
46	55
46	64
46	87
46	90
46	100
46	103
46	112
47	1
47	11
47	16
47	23
47	32
47	36
47	38
47	39
47	40
47	41
47	49
47	60
47	73
47	77
47	93
47	112
47	126
48	5
48	26
48	27
48	35
48	42
48	44
48	53
48	67
48	79
48	84
48	94
48	95
48	96
48	101
48	105
48	116
49	8
49	23
49	25
49	30
49	46
49	47
49	59
49	73
49	75
49	77
49	90
49	100
49	103
49	112
49	115
49	118
50	5
50	6
50	10
50	26
50	27
50	42
50	43
50	45
50	67
50	79
50	84
50	94
50	96
50	104
50	105
50	113
51	17
51	28
51	29
51	32
51	33
51	52
51	62
51	63
51	72
51	74
51	76
51	80
51	88
51	104
51	117
51	125
52	9
52	30
52	33
52	35
52	43
52	51
52	59
52	68
52	72
52	74
52	91
52	92
52	97
52	108
52	120
52	122
53	2
53	3
53	12
53	15
53	20
53	34
53	37
53	48
53	54
53	69
53	82
53	83
53	85
53	90
53	119
53	123
54	2
54	12
54	13
54	20
54	21
54	24
54	37
54	53
54	69
54	81
54	87
54	107
54	121
54	123
54	124
54	127
55	1
55	18
55	23
55	29
55	40
55	41
55	46
55	57
55	60
55	75
55	87
55	90
55	100
55	112
55	115
55	118
56	4
56	10
56	14
56	24
56	26
56	27
56	42
56	44
56	45
56	79
56	93
56	94
56	96
56	100
56	105
56	124
57	8
57	11
57	15
57	16
57	32
57	38
57	39
57	40
57	41
57	55
57	60
57	75
57	77
57	112
57	114
57	115
58	28
58	33
58	36
58	43
58	59
58	62
58	63
58	70
58	72
58	74
58	76
58	106
58	108
58	113
58	122
58	126
59	17
59	28
59	29
59	30
59	33
59	49
59	52
59	58
59	62
59	68
59	72
59	74
59	88
59	97
59	108
59	125
60	1
60	11
60	13
60	30
60	38
60	39
60	40
60	47
60	55
60	57
60	90
60	100
60	110
60	114
60	115
60	124
61	4
61	5
61	6
61	10
61	14
61	19
61	24
61	35
61	44
61	64
61	79
61	84
61	101
61	103
61	113
61	116
62	9
62	31
62	33
62	51
62	58
62	59
62	63
62	70
62	74
62	75
62	80
62	88
62	95
62	108
62	117
62	126
63	9
63	17
63	33
63	43
63	51
63	58
63	62
63	68
63	86
63	87
63	89
63	91
63	92
63	97
63	117
63	126
64	4
64	5
64	6
64	10
64	14
64	42
64	45
64	46
64	61
64	71
64	79
64	93
64	96
64	101
64	105
64	116
65	4
65	5
65	6
65	20
65	24
65	25
65	26
65	27
65	45
65	67
65	71
65	79
65	94
65	101
65	105
65	113
66	2
66	7
66	13
66	22
66	40
66	69
66	78
66	81
66	82
66	92
66	111
66	121
66	123
66	124
66	127
66	128
67	10
67	14
67	19
67	24
67	42
67	44
67	45
67	48
67	50
67	65
67	79
67	84
67	96
67	99
67	108
67	116
68	17
68	28
68	29
68	31
68	33
68	52
68	59
68	63
68	72
68	74
68	76
68	86
68	89
68	102
68	117
68	120
69	3
69	12
69	18
69	20
69	22
69	34
69	53
69	54
69	66
69	92
69	109
69	111
69	121
69	124
69	127
69	128
70	9
70	15
70	28
70	29
70	31
70	43
70	58
70	62
70	89
70	91
70	97
70	106
70	108
70	120
70	122
70	126
71	10
71	11
71	16
71	19
71	27
71	35
71	42
71	45
71	64
71	65
71	79
71	93
71	94
71	96
71	105
71	113
72	9
72	31
72	33
72	51
72	52
72	58
72	59
72	68
72	88
72	89
72	91
72	99
72	106
72	108
72	117
72	120
73	1
73	11
73	16
73	24
73	30
73	32
73	40
73	41
73	47
73	49
73	75
73	87
73	103
73	110
73	114
73	118
73	122
74	10
74	17
74	31
74	43
74	51
74	52
74	58
74	59
74	62
74	68
74	80
74	88
74	92
74	108
74	117
74	120
75	1
75	8
75	11
75	32
75	36
75	49
75	55
75	57
75	62
75	73
75	87
75	90
75	96
75	110
75	112
75	114
76	10
76	28
76	43
76	51
76	58
76	68
76	80
76	89
76	91
76	92
76	104
76	108
76	115
76	120
76	125
76	126
77	8
77	11
77	18
77	23
77	25
77	26
77	38
77	40
77	41
77	47
77	49
77	57
77	103
77	114
77	115
77	118
78	2
78	7
78	12
78	15
78	37
78	66
78	82
78	83
78	85
78	91
78	98
78	100
78	102
78	107
78	109
78	112
79	22
79	26
79	35
79	42
79	48
79	50
79	56
79	61
79	64
79	65
79	67
79	71
79	88
79	95
79	96
79	116
80	9
80	12
80	17
80	31
80	51
80	62
80	74
80	76
80	91
80	92
80	97
80	104
